,Age,Gender,Race,Offenses Severity,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
7700,18.0,M,B,F,Thursday,27,July,2017,80.45,Clear,"Walz RD & Rhine ST Pittsburgh, PA 15212",40.46323236,-79.99127674,Spring Hill-City View,1
7701,26.0,F,B,F,Thursday,27,July,2017,80.45,Clear,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
7702,26.0,M,B,M,Thursday,27,July,2017,80.45,Clear,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
7703,24.0,F,B,M,Thursday,27,July,2017,80.45,Clear,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
7704,25.0,F,B,M,Thursday,27,July,2017,80.45,Clear,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
7705,24.0,F,B,F,Thursday,27,July,2017,80.45,Clear,"2600 Block Penn AV Pittsburgh, PA 15222",40.45489317,-79.97835426,Strip District,2
7706,26.0,M,B,M,Thursday,27,July,2017,80.45,Clear,"300 Block E North AV Pittsburgh, PA 15212",40.45494869,-80.00964027,Allegheny Center,1
7707,16.0,M,B,F,Thursday,27,July,2017,80.45,Clear,"800 Block Brushton AV Pittsburgh, PA 15221",40.45461029,-79.88837848,Homewood South,5
7708,28.0,F,B,M,Friday,28,July,2017,76.2,Overcast,"28th ST & Penn AV Pittsburgh, PA 15222",40.45685773,-79.97561395,Strip District,2
7709,31.0,M,W,M,Friday,28,July,2017,76.2,Overcast,"300 Block N Craig ST Pittsburgh, PA 15213",40.44559065,-79.94938724,North Oakland,4
7710,30.0,M,B,F,Friday,28,July,2017,76.2,Overcast,"Suncrest ST & Arabella ST Pittsburgh, PA 15210",40.41139338,-79.99679726,Knoxville,3
7711,21.0,M,B,M,Friday,28,July,2017,76.2,Overcast,"Hampton ST & Snow WY Pittsburgh, PA 15206",40.47730855,-79.93092482,Morningside,5
7712,27.0,M,W,M,Friday,28,July,2017,76.2,Overcast,"4600 Block Coleridge ST Pittsburgh, PA 15201",40.4805562,-79.93818568,Stanton Heights,5
7713,24.0,F,W,M,Friday,28,July,2017,76.2,Overcast,"4600 Block Coleridge ST Pittsburgh, PA 15201",40.4805562,-79.93818568,Stanton Heights,5
7714,66.0,M,W,F,Friday,28,July,2017,76.2,Overcast,"800 Block Freeport RD Pittsburgh, PA 15215",40.48782354,-79.89761421,Lincoln-Lemington-Belmar,5
7715,50.0,F,B,M,Friday,28,July,2017,76.2,Overcast,"Protectory PL & Webster AV Pittsburgh, PA 15219",40.44364987,-79.98664933,Crawford-Roberts,2
7716,18.0,M,W,M,Friday,28,July,2017,76.2,Overcast,"1900 Block Westmont AV Pittsburgh, PA 15210",40.39565108,-79.98853479,Carrick,3
7717,50.0,M,W,M,Friday,28,July,2017,76.2,Overcast,"Allendale ST & Fairdale ST Pittsburgh, PA 15204",40.45543336,-80.06110027,Sheraden,6
7718,21.0,M,B,M,Friday,28,July,2017,76.2,Overcast,"7900 Block Madiera ST Pittsburgh, PA 15221",40.44838231,-79.88768765,Homewood South,5
7719,47.0,M,W,M,Friday,28,July,2017,76.2,Overcast,"400 Block Mc Manus ST Pittsburgh, PA 15210",40.40984575,-79.98110748,Mount Oliver,3
7720,27.0,F,W,M,Friday,28,July,2017,76.2,Overcast,"400 Block Mc Manus ST Pittsburgh, PA 15210",40.40984575,-79.98110748,Mount Oliver,3
7721,60.0,M,B,M,Friday,28,July,2017,76.2,Overcast,"Ohio River BL & Ohio River Blvd RAMP Pittsburgh, PA 15233",40.46159821,-80.03136857,Chateau,1
7722,50.0,M,B,F,Friday,28,July,2017,76.2,Overcast,"6th AV & Wood ST Pittsburgh, PA 15222",40.44209961,-79.99949835,Central Business District,2
7723,29.0,F,B,F,Friday,28,July,2017,76.2,Overcast,"3400 Block Massachusetts AV Pittsburgh, PA 15212",40.47650791,-80.03898107,Brighton Heights,1
7724,22.0,F,H,M,Friday,28,July,2017,76.2,Overcast,"1300 Block Reddour ST Pittsburgh, PA 15212",40.45697438,-80.00824182,Central North Side,1
7725,19.0,M,B,M,Friday,28,July,2017,76.2,Overcast,"300 Block Loyal WY Pittsburgh, PA 15210",40.41941209,-80.00232542,Beltzhoover,3
7726,13.0,M,B,F,Friday,28,July,2017,76.2,Overcast,"7300 Block Frankstown AV Pittsburgh, PA 15208",40.45693837,-79.89405819,Homewood South,5
7727,49.0,M,B,F,Friday,28,July,2017,76.2,Overcast,"200 Block Atwood ST Pittsburgh, PA 15213",40.44042041,-79.95688887,Central Oakland,4
7728,41.0,F,B,M,Friday,28,July,2017,76.2,Overcast,"1700 Block Belleau DR Pittsburgh, PA 15212",40.460310552493,-80.0069833937371,Fineview,1
7729,35.0,M,W,M,Saturday,29,July,2017,61.52,Drizzle,"3600 Block Laird ST Pittsburgh, PA 15212",40.48172609,-80.02691819,Brighton Heights,1
7730,25.0,M,O,M,Saturday,29,July,2017,61.52,Drizzle,"1300 Block E Carson ST Pittsburgh, PA 15203",40.42860697,-79.98517511,South Side Flats,3
7731,27.0,F,W,M,Saturday,29,July,2017,61.52,Drizzle,"reedsdale ST & Fontella ST Pittsburgh, PA 15233",40.44786403,-80.02069452,Chateau,1
7732,35.0,F,B,M,Saturday,29,July,2017,61.52,Drizzle,"2100 Block Rhine ST Pittsburgh, PA 15212",40.46661676,-79.99367687,Spring Hill-City View,1
7733,40.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"Allegheny River BL & Nadine ST Pittsburgh, PA 15147",40.48151444,-79.8761922,Bluff,5
7734,32.0,M,W,F,Saturday,29,July,2017,61.52,Drizzle,"300 Block North Shore DR Pittsburgh, PA 15233",40.44576994,-80.01179547,Chateau,1
7735,40.0,M,B,F,Saturday,29,July,2017,61.52,Drizzle,"900 Block Tyson ST Pittsburgh, PA 15221",40.45523835,-79.88539221,Homewood North,5
7736,36.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"1000 Block Washington BL Pittsburgh, PA 15206",40.46274004,-79.90573359,Highland Park,5
7737,32.0,M,W,M,Saturday,29,July,2017,61.52,Drizzle,"Mullins ST & Ancy WY Pittsburgh, PA 15212",40.46921558,-80.03160022,Marshall-Shadeland,1
7738,22.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"Market SQ Pittsburgh, PA 15222",40.4406135,-80.00302865,Central Business District,2
7739,22.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"2100 Block Perrysville AV Pittsburgh, PA 15214",40.46362898,-80.01223966,Perry South,1
7740,33.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"400 Block Virgin WY Pittsburgh, PA 15212",40.45297925,-80.00125834,East Allegheny,1
7741,38.0,M,W,M,Saturday,29,July,2017,61.52,Drizzle,"East ST & Mt Pleasant RD Pittsburgh, PA 15214",40.482358399999995,-80.00597596,Perry North,1
7742,40.0,F,B,F,Saturday,29,July,2017,61.52,Drizzle,"1900 Block Centre AV Pittsburgh, PA 15219",40.44316841,-79.98082794,Crawford-Roberts,2
7743,43.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"S 17th ST & E Carson ST Pittsburgh, PA 15203",40.42883493,-79.98204758,South Side Flats,3
7744,23.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"Ladora WY & Tecumseh ST Pittsburgh, PA 15207",40.40776614,-79.94755299,Hazelwood,4
7745,19.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"Ladora WY & Tecumseh ST Pittsburgh, PA 15207",40.40776614,-79.94755299,Hazelwood,4
7746,27.0,F,W,M,Saturday,29,July,2017,61.52,Drizzle,"Steuben ST & Sanctus ST Pittsburgh, PA 15220",40.44240188,-80.03340407,West End,6
7747,31.0,M,B,M,Saturday,29,July,2017,61.52,Drizzle,"1700 Block Carey WY Pittsburgh, PA 15203",40.42832287,-79.98205801,South Side Flats,3
7748,34.0,F,B,F,Sunday,30,July,2017,77.07,Clear,"2000 Block Wharton ST Pittsburgh, PA 15203",40.43002082,-79.97681333,South Side Flats,3
7749,45.0,F,W,M,Sunday,30,July,2017,77.07,Clear,"400 Block S Fairmount ST Pittsburgh, PA 15232",40.467257399999994,-79.93110747,Friendship,5
7750,23.0,M,B,M,Sunday,30,July,2017,77.07,Clear,"Saw Mill Run Blvd RAMP & W Warrington AV Pittsburgh, PA 15226",0.0,0.0,Beltzhoover,3
7751,27.0,M,W,M,Sunday,30,July,2017,77.07,Clear,"100 Block Rochelle ST Pittsburgh, PA 15210",40.41512107,-79.98808369,Knoxville,3
7752,59.0,M,B,M,Sunday,30,July,2017,77.07,Clear,"4000 Block Vinceton ST Pittsburgh, PA 15214",40.49047575,-80.02266595,Perry North,1
7753,23.0,M,B,F,Sunday,30,July,2017,77.07,Clear,"3600 Block Forbes AV Pittsburgh, PA 15213",40.44026446,-79.9574405,Central Oakland,4
7754,41.0,M,B,F,Sunday,30,July,2017,77.07,Clear,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
7755,14.0,M,W,M,Sunday,30,July,2017,77.07,Clear,"100 Block Anita AV Pittsburgh, PA 15217",40.42595896,-79.91689939,Squirrel Hill South,4
7756,46.0,M,W,M,Sunday,30,July,2017,77.07,Clear,"5400 Block Butler ST Pittsburgh, PA 15201",40.48281452,-79.95094934,Upper Lawrenceville,2
7757,28.0,F,W,M,Sunday,30,July,2017,77.07,Clear,"400 Block Ella ST Pittsburgh, PA 15224",40.46191839,-79.95291281,Bloomfield,5
7758,25.0,M,W,M,Sunday,30,July,2017,77.07,Clear,"400 Block Ella ST Pittsburgh, PA 15224",40.46191839,-79.95291281,Bloomfield,5
7759,18.0,M,B,M,Sunday,30,July,2017,77.07,Clear,"400 Block N Aiken AV Pittsburgh, PA 15206",40.46776521,-79.93431189,Garfield,5
7760,19.0,M,B,M,Sunday,30,July,2017,77.07,Clear,"400 Block N Aiken AV Pittsburgh, PA 15206",40.46776521,-79.93431189,Garfield,5
7761,45.0,F,B,M,Sunday,30,July,2017,77.07,Clear,"3500 Block Webster AV Pittsburgh, PA 15219",40.45680196,-79.9584163,Upper Hill,2
7762,23.0,M,B,M,Sunday,30,July,2017,77.07,Clear,"500 Block Brownsville RD Pittsburgh, PA 15210",40.41195772,-79.98984514,Knoxville,3
7763,26.0,M,W,M,Sunday,30,July,2017,77.07,Clear,"2500 Block E Carson ST Pittsburgh, PA 15203",40.42747712,-79.96981763,South Side Flats,3
7764,63.0,M,B,F,Sunday,30,July,2017,77.07,Clear,"6300 Block Shakespeare ST Pittsburgh, PA 15206",40.45888145,-79.92146083,Shadyside,4
7765,46.0,M,B,F,Sunday,30,July,2017,77.07,Clear,"1900 Block Centre AV Pittsburgh, PA 15219",40.44316841,-79.98082794,Crawford-Roberts,2
7766,21.0,F,W,M,Sunday,30,July,2017,77.07,Clear,"N Homewood AV & Hamilton AV Pittsburgh, PA 15208",40.4546281,-79.89752445,Homewood South,5
7767,19.0,M,B,F,Sunday,30,July,2017,77.07,Clear,"4400 Block Forbes AV Pittsburgh, PA 15213",40.44369849,-79.94909877,North Oakland,4
7768,27.0,M,B,M,Sunday,30,July,2017,77.07,Clear,"500 Block Jacksonia ST Pittsburgh, PA 15212",40.45753895,-80.01238255,Central North Side,1
7769,32.0,M,B,M,Monday,31,July,2017,80.42,Clear,"1400 Block Washington BL Pittsburgh, PA 15206",40.47045991,-79.90854001,Highland Park,5
7770,21.0,M,B,M,Monday,31,July,2017,80.42,Clear,"400 Block N Aiken AV Pittsburgh, PA 15206",40.46776521,-79.93431189,Garfield,5
7771,37.0,M,B,M,Monday,31,July,2017,80.42,Clear,"N Braddock AV & Penn AV Pittsburgh, PA 15221",40.44713269,-79.8951617,Point Breeze North,4
7772,28.0,M,B,F,Monday,31,July,2017,80.42,Clear,"1500 Block E Carson ST Pittsburgh, PA 15203",40.42868483,-79.98330671,South Side Flats,3
7773,22.0,M,B,F,Monday,31,July,2017,80.42,Clear,"North Commons & Federal ST Pittsburgh, PA 15212",40.45394151,-80.00614067,Allegheny Center,1
7774,49.0,M,B,F,Monday,31,July,2017,80.42,Clear,"Collier ST & Idlewild ST Pittsburgh, PA 15208",40.45717015,-79.89159786,Homewood North,5
7775,23.0,M,W,F,Monday,31,July,2017,80.42,Clear,"3300 Block Oregon ST Pittsburgh, PA 15204",40.46158686,-80.05337529,Esplen,6
7776,52.0,M,B,M,Monday,31,July,2017,80.42,Clear,"Roswell DR & Woodmere DR Pittsburgh, PA 15205",40.44297259,-80.08247583,Fairywood,6
7777,36.0,M,W,M,Monday,31,July,2017,80.42,Clear,"Aylesboro AV & Shady AV Pittsburgh, PA 15217",40.43997720000001,-79.9195728,Squirrel Hill North,4
7778,59.0,M,B,M,Monday,31,July,2017,80.42,Clear,"900 Block Penn AV Pittsburgh, PA 15222",40.4436107,-79.99804356,Central Business District,2
7779,18.0,M,B,F,Monday,31,July,2017,80.42,Clear,"600 Block Kendall ST Pittsburgh, PA 15201",40.48141069,-79.94797582,Upper Lawrenceville,2
7780,17.0,M,B,F,Monday,31,July,2017,80.42,Clear,"600 Block Kendall ST Pittsburgh, PA 15201",40.48141069,-79.94797582,Upper Lawrenceville,2
7781,35.0,M,B,M,Monday,31,July,2017,80.42,Clear,"Madison AV & Peralta ST Pittsburgh, PA 15212",40.45534141,-79.99721616,East Allegheny,1
7782,32.0,M,B,M,Monday,31,July,2017,80.42,Clear,"S 22nd ST Pittsburgh, PA 15203",40.42593603,-79.97480996,South Side Flats,3
7783,24.0,F,B,M,Monday,31,July,2017,80.42,Clear,"2400 Block Chauncey DR Pittsburgh, PA 15219",40.44992033,-79.97459725,Bedford Dwellings,2
7784,37.0,M,W,M,Monday,31,July,2017,80.42,Clear,"500 Block East Ohio ST Pittsburgh, PA 15212",40.45353917,-80.00057528,East Allegheny,1
7785,26.0,F,H,M,Monday,31,July,2017,80.42,Clear,"Gearing AV & Michigan ST Pittsburgh, PA 15210",40.41582312,-80.00486899,Beltzhoover,3
7786,19.0,M,W,F,Monday,31,July,2017,80.42,Clear,"400 Block Eureka ST Pittsburgh, PA 15211",40.42370977,-80.00087397,Mount Washington,3
7787,48.0,F,W,F,Monday,31,July,2017,80.42,Clear,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
7788,44.0,M,B,M,Monday,31,July,2017,80.42,Clear,"Vine ST & Colwell ST Pittsburgh, PA 15219",40.439176,-79.98396021,Crawford-Roberts,2
7789,46.0,M,B,M,Monday,31,July,2017,80.42,Clear,"Virgin WY & Middle ST Pittsburgh, PA 15212",40.45343011,-79.99909533,East Allegheny,1
7790,21.0,M,B,M,Monday,31,July,2017,80.42,Clear,"300 Block N Fairmount ST Pittsburgh, PA 15206",40.46643112,-79.93100498,Garfield,5
7791,21.0,M,W,M,Monday,31,July,2017,80.42,Clear,"Virgin WY & Nash ST Pittsburgh, PA 15212",40.45360246,-79.99814043,East Allegheny,1
7792,26.0,F,B,M,Tuesday,01,August,2017,81.59,Clear,"200 Block Zara ST Pittsburgh, PA 15210",40.41579262,-79.99054697,Knoxville,3
7793,37.0,F,W,F,Tuesday,01,August,2017,81.59,Clear,"200 Block Ulysses ST Pittsburgh, PA 15211",40.4326495,-80.01278085,Mount Washington,3
7794,37.0,M,W,F,Tuesday,01,August,2017,81.59,Clear,"600 Block Tyro WY Pittsburgh, PA 15210",40.38419795,-79.99337293,Overbrook,3
7795,27.0,F,B,M,Tuesday,01,August,2017,81.59,Clear,"2200 Block East Hills DR Pittsburgh, PA 15221",40.45388109,-79.87302988,East Hills,5
7796,19.0,F,B,M,Tuesday,01,August,2017,81.59,Clear,"4800 Block Friendship AV Pittsburgh, PA 15224",40.46126376,-79.9463628,Bloomfield,5
7797,26.0,M,B,M,Tuesday,01,August,2017,81.59,Clear,"2100 Block Rhine ST Pittsburgh, PA 15212",40.46661676,-79.99367687,Spring Hill-City View,1
7798,30.0,M,W,M,Tuesday,01,August,2017,81.59,Clear,"1900 Block E Carson ST Pittsburgh, PA 15203",40.42846581,-79.97896499,South Side Flats,3
7799,52.0,F,B,M,Tuesday,01,August,2017,81.59,Clear,"500 Block Penn AV Pittsburgh, PA 15222",0.0,0.0,Central Business District,2
7800,42.0,M,B,F,Tuesday,01,August,2017,81.59,Clear,"300 Block Cedar AV Pittsburgh, PA 15212",0.0,0.0,East Allegheny,1
7801,61.0,M,W,M,Tuesday,01,August,2017,81.59,Clear,"700 Block Maytide ST Pittsburgh, PA 15210",0.0,0.0,Carrick,3
7802,27.0,F,W,M,Tuesday,01,August,2017,81.59,Clear,"4400 Block Howley ST Pittsburgh, PA 15224",0.0,0.0,Bloomfield,5
7803,29.0,M,W,M,Tuesday,01,August,2017,81.59,Clear,"4400 Block Howley ST Pittsburgh, PA 15224",0.0,0.0,Bloomfield,5
7804,22.0,M,B,M,Tuesday,01,August,2017,81.59,Clear,"4400 Block Forbes AV Pittsburgh, PA 15213",0.0,0.0,North Oakland,4
7805,50.0,M,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"900 Block Clarissa ST Pittsburgh, PA 15219",40.45261666,-79.95843375,Upper Hill,2
7806,50.0,M,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"900 Block Clarissa ST Pittsburgh, PA 15219",40.45261666,-79.95843375,Upper Hill,2
7807,34.0,M,B,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"3200 Block Faronia ST Pittsburgh, PA 15204",40.45160189,-80.06635734,Sheraden,6
7808,25.0,M,B,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"300 Block Flowers AV Pittsburgh, PA 15207",40.41085832,-79.94056013,Hazelwood,4
7809,20.0,F,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"200 Block Essen ST Pittsburgh, PA 15214",40.47306871,-80.00254614,Northview Heights,1
7810,22.0,M,W,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"100 Block Ulysses ST Pittsburgh, PA 15211",40.43485044,-80.01197567,Mount Washington,3
7811,52.0,M,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"100 Block Forbes AV Pittsburgh, PA 15222",40.44069712,-80.00394607,Central Business District,2
7812,26.0,M,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"100 Block Pius ST Pittsburgh, PA 15203",40.42432527,-79.98114281,South Side Slopes,3
7813,52.0,M,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"600 Block Smithfield ST Pittsburgh, PA 15222",40.44152525,-79.99740551,Central Business District,2
7814,29.0,F,B,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"200 Block Plymouth ST Pittsburgh, PA 15211",40.43617067,-80.02135477,Duquesne Heights,3
7815,25.0,M,W,M,Wednesday,02,August,2017,82.44,Partly Cloudy,Davis AV,0.0,0.0,Brighton Heights,1
7816,30.0,F,B,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"Penn AV & 10th ST Pittsburgh, PA 15222",40.4444564,-79.9956091,Central Business District,2
7817,28.0,F,W,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"300 Block North Shore DR Pittsburgh, PA 15212",40.45494869,-80.00964027,North Shore,1
7818,19.0,M,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"Centre AV & Kirkpatrick ST Pittsburgh, PA 15219",40.44530626,-79.97623557,Middle Hill,2
7819,30.0,F,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"200 Block Mc Kee PL Pittsburgh, PA 15213",40.43973083,-79.95946998,Central Oakland,4
7820,35.0,M,W,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"1000 Block Vinial ST Pittsburgh, PA 15212",40.45747785,-79.99266324,Spring Garden,1
7821,20.0,M,W,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"Merrimac ST & Virginia AV Pittsburgh, PA 15211",40.43171462,-80.01370085,Mount Washington,3
7822,30.0,F,B,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"Arch ST & Sampsonia ST Pittsburgh, PA 15212",40.45733186,-80.00934558,Central North Side,1
7823,47.0,M,B,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"Belleau ST & Sandusky ST Pittsburgh, PA 15214",40.46183403,-80.00650493,Fineview,1
7824,50.0,M,B,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"600 Block Hillsboro ST Pittsburgh, PA 15204",40.45382839,-80.05278859,Sheraden,6
7825,30.0,M,W,M,Wednesday,02,August,2017,82.44,Partly Cloudy,"5100 Block Kent WY Pittsburgh, PA 15201",40.47739279,-79.95337564,Upper Lawrenceville,2
7826,35.0,F,W,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"Forbes AV & Murray AV Pittsburgh, PA 15217",40.43805623,-79.92298427,Squirrel Hill North,4
7827,15.0,M,B,F,Wednesday,02,August,2017,82.44,Partly Cloudy,"WILKINSBURG PA WILKINSBURG, PA 15221",0.0,0.0,Outside City,OSC
7828,48.0,M,W,F,Thursday,03,August,2017,81.07,Clear,"Tabor ST & Stafford ST Pittsburgh, PA 15204",0.0,0.0,Esplen,6
7829,26.0,M,B,F,Thursday,03,August,2017,81.07,Clear,"2100 Block Rhine ST Pittsburgh, PA 15212",0.0,0.0,Spring Hill-City View,1
7830,29.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"700 Block Montclair ST Pittsburgh, PA 15217",0.0,0.0,Greenfield,4
7831,47.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"1500 Block Belasco ST Pittsburgh, PA 15216",40.41159841,-80.02755852,Crafton Heights,6
7832,37.0,F,B,F,Thursday,03,August,2017,81.07,Clear,"20 Block Meritt AV Pittsburgh, PA 15227",40.38388712,-79.97834109,Carrick,3
7833,46.0,F,W,M,Thursday,03,August,2017,81.07,Clear,"Liberty BRDG & P J Mc Ardle RDWY Pittsburgh, PA 15203",0.0,0.0,South Side Slopes,3
7834,19.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"400 Block Allen ST Pittsburgh, PA 15210",40.41904869,-79.9938647,Allentown,3
7835,24.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"4400 Block Browns Hill RD Pittsburgh, PA 15217",40.41949053,-79.92703317,Hazelwood,4
7836,18.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"4400 Block Browns Hill RD Pittsburgh, PA 15217",40.41949053,-79.92703317,Hazelwood,4
7837,36.0,F,W,M,Thursday,03,August,2017,81.07,Clear,"5100 Block Lytle ST Pittsburgh, PA 15207",40.40668763,-79.94538725,Hazelwood,4
7838,21.0,F,W,M,Thursday,03,August,2017,81.07,Clear,"California AV & Woodland AV Pittsburgh, PA 15212",40.46676301,-80.03412741,Marshall-Shadeland,1
7839,34.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"Liberty AV & Ligonier ST Pittsburgh, PA 15201",40.46159315,-79.96720975,Lower Lawrenceville,2
7840,28.0,F,W,M,Thursday,03,August,2017,81.07,Clear,"Centre AV & Kirkpatrick ST Pittsburgh, PA 15219",40.44530626,-79.97623557,Middle Hill,2
7841,28.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"500 Block Liberty AV Pittsburgh, PA 15222",40.44123457,-80.00347705,Central Business District,2
7842,55.0,M,W,M,Thursday,03,August,2017,81.07,Clear,"400 Block Avery ST Pittsburgh, PA 15212",40.45280701,-80.00131232,East Allegheny,1
7843,41.0,M,B,M,Thursday,03,August,2017,81.07,Clear,"Watson ST & Marion ST Pittsburgh, PA 15219",40.43807652,-79.98416099,Bluff,2
7844,40.0,F,B,M,Thursday,03,August,2017,81.07,Clear,"100 Block Marsden ST Pittsburgh, PA 15207",40.41053019,-79.94325215,Hazelwood,4
7845,56.0,F,B,M,Thursday,03,August,2017,81.07,Clear,"100 Block Marsden ST Pittsburgh, PA 15207",40.41053019,-79.94325215,Hazelwood,4
7846,50.0,M,B,M,Thursday,03,August,2017,81.07,Clear,"Forbes AV & Stevenson ST Pittsburgh, PA 15219",40.43773133,-79.98653307,Bluff,2
7847,18.0,M,B,M,Thursday,03,August,2017,81.07,Clear,"1600 Block 5th AV Pittsburgh, PA 15219",40.43825639,-79.98386148,Crawford-Roberts,2
7848,41.0,M,B,M,Friday,04,August,2017,83.16,Clear,"700 Block Litchfield ST Pittsburgh, PA 15204",40.45175095,-80.05444753,Crafton Heights,6
7849,15.0,M,B,M,Friday,04,August,2017,83.16,Clear,"2100 Block Park Hill DR Pittsburgh, PA 15221",40.45295266,-79.8740214,East Hills,5
7850,41.0,F,B,F,Friday,04,August,2017,83.16,Clear,"5100 Block Langhorn ST Pittsburgh, PA 15207",40.40653513,-79.94785349,Hazelwood,4
7851,18.0,M,B,M,Friday,04,August,2017,83.16,Clear,"500 Block Avery ST Pittsburgh, PA 15212",40.45308782,-80.0002879,East Allegheny,1
7852,26.0,M,W,M,Friday,04,August,2017,83.16,Clear,"4900 Block 2nd AV Pittsburgh, PA 15207",40.40990781,-79.9440557,Hazelwood,4
7853,26.0,F,B,M,Friday,04,August,2017,83.16,Clear,"1200 Block Album ST Pittsburgh, PA 15206",40.46863771,-79.90386889,Lincoln-Lemington-Belmar,5
7854,15.0,F,B,M,Friday,04,August,2017,83.16,Clear,"1200 Block Album ST Pittsburgh, PA 15206",40.46863771,-79.90386889,Lincoln-Lemington-Belmar,5
7855,35.0,M,B,M,Friday,04,August,2017,83.16,Clear,"Chateau ST & Rush ST Pittsburgh, PA 15233",40.45597433,-80.02901612,Manchester,1
7856,31.0,F,W,M,Friday,04,August,2017,83.16,Clear,"6400 Block 5th AV Pittsburgh, PA 15206",40.45309875,-79.9195747,Point Breeze,4
7857,44.0,M,B,M,Friday,04,August,2017,83.16,Clear,"Sarah ST & S 18th ST Pittsburgh, PA 15203",40.42783836,-79.98065191,South Side Flats,3
7858,23.0,F,B,M,Friday,04,August,2017,83.16,Clear,"1700 Block Belleau DR Pittsburgh, PA 15212",40.46030258,-80.00698007,Fineview,1
7859,23.0,M,B,M,Friday,04,August,2017,83.16,Clear,"7200 Block Susquehanna ST Pittsburgh, PA 15208",40.45365821,-79.89822089,Homewood South,5
7860,51.0,M,W,M,Friday,04,August,2017,83.16,Clear,"100 Block 47th ST Pittsburgh, PA 15201",40.47625532,-79.9613088,Central Lawrenceville,2
7861,50.0,F,W,M,Friday,04,August,2017,83.16,Clear,"100 Block 47th ST Pittsburgh, PA 15201",40.47625532,-79.9613088,Central Lawrenceville,2
7862,35.0,M,W,M,Friday,04,August,2017,83.16,Clear,"100 Block 47th ST Pittsburgh, PA 15201",40.47625532,-79.9613088,Central Lawrenceville,2
7863,41.0,M,B,M,Friday,04,August,2017,83.16,Clear,"5100 Block Langhorn ST Pittsburgh, PA 15207",40.40653513,-79.94785349,Hazelwood,4
7864,29.0,M,B,M,Friday,04,August,2017,83.16,Clear,"1800 Block Rialto ST Pittsburgh, PA 15212",40.46675308,-79.98230895,Troy Hill,1
7865,26.0,F,W,M,Friday,04,August,2017,83.16,Clear,"1800 Block Rialto ST Pittsburgh, PA 15212",40.46675308,-79.98230895,Troy Hill,1
7866,25.0,F,B,M,Friday,04,August,2017,83.16,Clear,"2100 Block Rhine ST Pittsburgh, PA 15212",40.46661676,-79.99367687,Spring Hill-City View,1
7867,60.0,M,B,M,Friday,04,August,2017,83.16,Clear,"5th AV & Frankstown AV Pittsburgh, PA 15208",40.45867383,-79.90804022,Homewood West,5
7868,28.0,M,W,M,Friday,04,August,2017,83.16,Clear,"5th AV & Frankstown AV Pittsburgh, PA 15208",40.45867383,-79.90804022,Homewood West,5
